id;nome;estado_id;codigo_ibge;;;44;Nossa Senhora do Livramento Monsenhor Tabosa
8618;Pomerode;24;13203;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pomerode','13203','24');;
8619;Ponte Alta;24;13302;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ponte Alta','13302','24');;
8620;Ponte Alta do Norte;24;13351;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ponte Alta do Norte','13351','24');;
8621;Ponte Serrada;24;13401;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ponte Serrada','13401','24');;
8622;Porto Belo;24;13500;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Porto Belo','13500','24');;
8623;Porto União;24;13609;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Porto União','13609','24');;
8624;Pouso Redondo;24;13708;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pouso Redondo','13708','24');;
8625;Praia Grande;24;13807;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Praia Grande','13807','24');;
8626;Prata São Miguel do Oeste;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Prata São Miguel do Oeste','0','24');;
8627;Presidente Castello Branco;24;13906;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Presidente Castello Branco','13906','24');;
8628;Presidente Getúlio;24;14003;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Presidente Getúlio','14003','24');;
8629;Presidente Juscelino São Lourenço do Oeste;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Presidente Juscelino São Lourenço do Oeste','0','24');;
8630;Presidente Kennedy Concórdia;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Presidente Kennedy Concórdia','0','24');;
8631;Presidente Nereu;24;14102;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Presidente Nereu','14102','24');;
8632;Princesa;24;14151;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Princesa','14151','24');;
8633;Quarta Linha Criciúma;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Quarta Linha Criciúma','0','24');;
8634;Quilombo;24;14201;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Quilombo','14201','24');;
8635;Quilômetro Doze Itajaí;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Quilômetro Doze Itajaí','0','24');;
8636;Rancho Queimado;24;14300;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rancho Queimado','14300','24');;
8637;Ratones Florianópolis;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ratones Florianópolis','0','24');;
8638;Residência Fuck Monte Castelo;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Residência Fuck Monte Castelo','0','24');;
8639;Ribeirão da Ilha Florianópolis;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ribeirão da Ilha Florianópolis','0','24');;
8640;Ribeirão Pequeno Laguna;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ribeirão Pequeno Laguna','0','24');;
8641;Rio Antinha Petrolândia;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Antinha Petrolândia','0','24');;
8642;Rio Bonito Ituporanga;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Bonito Ituporanga','0','24');;
8643;Rio D Una Imaruí;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio D Una Imaruí','0','24');;
8644;Rio da Anta Itaiópolis;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio da Anta Itaiópolis','0','24');;
8645;Rio da Luz Jaraguá do Sul;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio da Luz Jaraguá do Sul','0','24');;
8646;Rio das Antas;24;14409;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio das Antas','14409','24');;
8647;Rio das Furnas Orleans;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio das Furnas Orleans','0','24');;
8648;Rio do Campo;24;14508;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio do Campo','14508','24');;
8649;Rio do Oeste;24;14607;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio do Oeste','14607','24');;
8650;Rio do Sul;24;14805;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio do Sul','14805','24');;
8651;Rio dos Bugres Ituporanga;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio dos Bugres Ituporanga','0','24');;
8652;Rio dos Cedros;24;14706;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio dos Cedros','14706','24');;
8653;Rio Fortuna;24;14904;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Fortuna','14904','24');;
8654;Rio Maina Criciúma;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Maina Criciúma','0','24');;
8655;Rio Negrinho;24;15000;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Negrinho','15000','24');;
8656;Rio Preto do Sul Mafra;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Preto do Sul Mafra','0','24');;
8657;Rio Rufino;24;15059;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Rufino','15059','24');;
8658;Riqueza;24;15075;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Riqueza','15075','24');;
8659;Rodeio;24;15109;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rodeio','15109','24');;
8660;Romelândia;24;15208;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Romelândia','15208','24');;
8661;Sai São Francisco do Sul;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sai São Francisco do Sul','0','24');;
8662;Salete;24;15307;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Salete','15307','24');;
8663;Saltinho;24;15356;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Saltinho','15356','24');;
8664;Salto Veloso;24;15406;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Salto Veloso','15406','24');;
8665;Sanga da Toca Araranguá;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sanga da Toca Araranguá','0','24');;
8666;Sangão;24;15455;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sangão','15455','24');;
8667;Santa Cecília;24;15505;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Cecília','15505','24');;
8668;Santa Cruz do Timbó Porto União;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Cruz do Timbó Porto União','0','24');;
8669;Santa Helena;24;15554;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Helena','15554','24');;
8670;Santa Helena Joaçaba;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Helena Joaçaba','0','24');;
8671;Santa Izabel São Joaquim;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Izabel São Joaquim','0','24');;
8672;Santa Lúcia Ouro;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Lúcia Ouro','0','24');;
8673;Santa Lúcia Palmitos;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Lúcia Palmitos','0','24');;
8674;Santa Maria Benedito Novo;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Maria Benedito Novo','0','24');;
8675;Santa Rosa de Lima;24;15604;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Rosa de Lima','15604','24');;
8676;Santa Rosa do Sul;24;15653;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Rosa do Sul','15653','24');;
8677;Santa Terezinha;24;15679;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Terezinha','15679','24');;
8678;Santa Terezinha do Progresso;24;15687;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Terezinha do Progresso','15687','24');;
8679;Santa Terezinha do Salto Lages;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Terezinha do Salto Lages','0','24');;
8680;Santiago do Sul;24;15695;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santiago do Sul','15695','24');;
8681;Santo Amaro da Imperatriz;24;15703;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santo Amaro da Imperatriz','15703','24');;
8682;Santo Antônio de Lisboa Florianópolis;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santo Antônio de Lisboa Florianópolis','0','24');;
8683;São Bento Baixo Nova Veneza;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Bento Baixo Nova Veneza','0','24');;
8684;São Bento do Sul;24;15802;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Bento do Sul','15802','24');;
8685;São Bernardino;24;15752;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Bernardino','15752','24');;
8686;São Bonifácio;24;15901;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Bonifácio','15901','24');;
8687;São Carlos;24;16008;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Carlos','16008','24');;
8688;São Cristóvão Três Barras;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Cristóvão Três Barras','0','24');;
8689;São Cristóvão do Sul;24;16057;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Cristóvão do Sul','16057','24');;
8690;São Defende Criciúma;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Defende Criciúma','0','24');;
8691;São Domingos;24;16107;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Domingos','16107','24');;
8692;São Francisco do Sul;24;16206;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Francisco do Sul','16206','24');;
8693;São Gabriel Treze de Maio;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Gabriel Treze de Maio','0','24');;
8694;São João Batista;24;16305;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São João Batista','16305','24');;
8695;São João do Itaperiú;24;16354;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São João do Itaperiú','16354','24');;
8696;São João do Oeste;24;16255;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São João do Oeste','16255','24');;
8697;São João do Rio Vermelho Florianópolis;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São João do Rio Vermelho Florianópolis','0','24');;
8698;São João do Sul;24;16404;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São João do Sul','16404','24');;
8699;São Joaquim;24;16503;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Joaquim','16503','24');;
8700;São José;24;16602;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José','16602','24');;
8701;São José do Cedro;24;16701;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José do Cedro','16701','24');;
8702;São José do Cerrito;24;16800;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José do Cerrito','16800','24');;
8703;São José do Laranjal Iraceminha;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José do Laranjal Iraceminha','0','24');;
8704;São Leonardo Alfredo Wagner;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Leonardo Alfredo Wagner','0','24');;
8705;São Lourenço do Oeste;24;16909;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Lourenço do Oeste','16909','24');;
8706;São Ludgero;24;17006;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Ludgero','17006','24');;
8707;São Martinho;24;17105;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Martinho','17105','24');;
8708;São Miguel do Oeste;24;17204;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Miguel do Oeste','17204','24');;
8709;São Miguel da Boa Vista;24;17154;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Miguel da Boa Vista','17154','24');;
8710;São Miguel da Serra Porto União;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Miguel da Serra Porto União','0','24');;
8711;São Pedro de Alcântara;24;17253;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Pedro de Alcântara','17253','24');;
8712;São Pedro Tobias Dionísio Cerqueira;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Pedro Tobias Dionísio Cerqueira','0','24');;
8713;São Roque São Lourenço do Oeste;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Roque São Lourenço do Oeste','0','24');;
8714;São Sebastião do Arvoredo São Joaquim;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Sebastião do Arvoredo São Joaquim','0','24');;
8715;São Sebastião do Sul Lebon Régis;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Sebastião do Sul Lebon Régis','0','24');;
8716;Sapiranga Meleiro;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sapiranga Meleiro','0','24');;
8717;Saudades;24;17303;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Saudades','17303','24');;
8718;Schroeder;24;17402;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Schroeder','17402','24');;
8719;Seara;24;17501;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Seara','17501','24');;
8720;Sede Oldemburg Palmitos;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sede Oldemburg Palmitos','0','24');;
8721;Serra Alta;24;17550;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Serra Alta','17550','24');;
8723;Siderópolis;24;17600;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Siderópolis','17600','24');;
8724;Sombrio;24;17709;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sombrio','17709','24');;
8725;Sorocaba do Sul Biguaçu;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sorocaba do Sul Biguaçu','0','24');;
8726;Sul Brasil;24;17758;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sul Brasil','17758','24');;
8727;Taió;24;17808;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Taió','17808','24');;
8728;Tangará;24;17907;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tangará','17907','24');;
8729;Taquara Verde Caçador;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Taquara Verde Caçador','0','24');;
8730;Taquaras Rancho Queimado;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Taquaras Rancho Queimado','0','24');;
8731;Tigipió São João Batista;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tigipió São João Batista','0','24');;
8732;Tigrinhos;24;17956;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tigrinhos','17956','24');;
8733;Tijucas;24;18004;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tijucas','18004','24');;
8734;Timbé do Sul;24;18103;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Timbé do Sul','18103','24');;
8735;Timbó;24;18202;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Timbó','18202','24');;
8736;Timbó Grande;24;18251;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Timbó Grande','18251','24');;
8737;Três Barras;24;18301;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Três Barras','18301','24');;
8738;Treviso;24;18350;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Treviso','18350','24');;
8739;Treze de Maio;24;18400;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Treze de Maio','18400','24');;
8740;Treze Tílias;24;18509;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Treze Tílias','18509','24');;
8741;Trombudo Central;24;18608;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Trombudo Central','18608','24');;
8742;Tubarão;24;18707;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tubarão','18707','24');;
8743;Tunápolis;24;18756;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tunápolis','18756','24');;
8744;Tupitinga Campos Novos;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tupitinga Campos Novos','0','24');;
8745;Turvo;24;18806;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Turvo','18806','24');;
8746;União do Oeste;24;18855;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('União do Oeste','18855','24');;
8747;Urubici;24;18905;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Urubici','18905','24');;
8748;Uruguai Piratuba;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Uruguai Piratuba','0','24');;
8749;Urupema;24;18954;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Urupema','18954','24');;
8750;Urussanga;24;19002;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Urussanga','19002','24');;
8751;Vargeão;24;19101;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vargeão','19101','24');;
8752;Vargem;24;19150;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vargem','19150','24');;
8753;Vargem Bonita;24;19176;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vargem Bonita','19176','24');;
8754;Vargem do Cedro São Martinho;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vargem do Cedro São Martinho','0','24');;
8755;Vidal Ramos;24;19200;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vidal Ramos','19200','24');;
8756;Videira;24;19309;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Videira','19309','24');;
8757;Vila Conceição São João do Sul;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Conceição São João do Sul','0','24');;
8758;Vila de Volta Grande Rio Negrinho;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila de Volta Grande Rio Negrinho','0','24');;
8759;Vila Milani São Domingos;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Milani São Domingos','0','24');;
8760;Vila Nova Imbituba;24;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Nova Imbituba','0','24');;
8761;Vítor Meireles;24;19358;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vítor Meireles','19358','24');;
8762;Witmarsum;24;19408;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Witmarsum','19408','24');;
8763;Xanxerê;24;19507;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Xanxerê','19507','24');;
8764;Xavantina;24;19606;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Xavantina','19606','24');;
8765;Xaxim;24;19705;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Xaxim','19705','24');;
8766;Zortéa;24;19853;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Zortéa','19853','24');;
8767;Altos Verdes Carira;25;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Altos Verdes Carira','0','25');;
8768;Amparo de São Francisco;25;100;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Amparo de São Francisco','100','25');;
8769;Aquidabã;25;209;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Aquidabã','209','25');;
8770;Aracaju;25;308;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Aracaju','308','25');;
8771;Arauá;25;407;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Arauá','407','25');;
8772;Areia Branca;25;506;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Areia Branca','506','25');;
8773;Areia Branca Aracaju;25;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Areia Branca Aracaju','0','25');;
8774;Barra dos Coqueiros;25;605;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Barra dos Coqueiros','605','25');;
8775;Barracas Capela;25;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Barracas Capela','0','25');;
8776;Boquim;25;670;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Boquim','670','25');;
8777;Brejo Grande;25;704;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Brejo Grande','704','25');;
8778;Campo do Brito;25;1009;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Campo do Brito','1009','25');;
8779;Canhoba;25;1108;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Canhoba','1108','25');;
8780;Canindé de São Francisco;25;1207;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Canindé de São Francisco','1207','25');;
8781;Capela;25;1306;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Capela','1306','25');;
8782;Carira;25;1405;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Carira','1405','25');;
8783;Carmópolis;25;1504;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Carmópolis','1504','25');;
8784;Cedro de São João;25;1603;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Cedro de São João','1603','25');;
8785;Cristinápolis;25;1702;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Cristinápolis','1702','25');;
8786;Cumbe;25;1900;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Cumbe','1900','25');;
8787;Divina Pastora;25;2007;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Divina Pastora','2007','25');;
8788;Estância;25;2106;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Estância','2106','25');;
8789;Feira Nova;25;2205;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Feira Nova','2205','25');;
8790;Frei Paulo;25;2304;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Frei Paulo','2304','25');;
8791;Gararu;25;2403;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Gararu','2403','25');;
8792;General Maynard;25;2502;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('General Maynard','2502','25');;
8793;Graccho Cardoso;25;2601;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Graccho Cardoso','2601','25');;
8794;Ilha das Flores;25;2700;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ilha das Flores','2700','25');;
8795;Indiaroba;25;2809;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Indiaroba','2809','25');;
8796;Itabaiana;25;2908;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itabaiana','2908','25');;
8797;Itabaianinha;25;3005;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itabaianinha','3005','25');;
8798;Itabi;25;3104;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itabi','3104','25');;
8799;Itaporanga D Ajuda;25;3203;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itaporanga D Ajuda','3203','25');;
8800;Japaratuba;25;3302;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Japaratuba','3302','25');;
8801;Japoatã;25;3401;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Japoatã','3401','25');;
8802;Lagarto;25;3500;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lagarto','3500','25');;
8803;Lagoa Funda Gararu;25;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lagoa Funda Gararu','0','25');;
8804;Laranjeiras;25;3609;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Laranjeiras','3609','25');;
8805;Macambira;25;3708;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Macambira','3708','25');;
8806;Malhada dos Bois;25;3807;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Malhada dos Bois','3807','25');;
8807;Malhador;25;3906;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Malhador','3906','25');;
8808;Maruim;25;4003;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Maruim','4003','25');;
8809;Miranda Capela;25;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Miranda Capela','0','25');;
8810;Moita Bonita;25;4102;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Moita Bonita','4102','25');;
8811;Monte Alegre de Sergipe;25;4201;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Monte Alegre de Sergipe','4201','25');;
8812;Mosqueiro Aracaju;25;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mosqueiro Aracaju','0','25');;
8813;Muribeca;25;4300;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Muribeca','4300','25');;
